Year,Team,Round,Pick,Position,Player
2014,James Carman,2,17,WR,A.J. Green
2014,James Carman,3,40,QB,Russell Wilson
2014,James Carman,4,45,WR,Wes Welker
2014,James Carman,5,68,RB,Ray Rice
2014,James Carman,6,73,WR,Sammy Watkins
2014,James Carman,7,96,TE,Kyle Rudolph
2014,James Carman,8,101,ST,Cardinals D/ST
2014,James Carman,9,124,QB,Alex Smith
2014,James Carman,10,129,RB,Tre Mason
2014,James Carman,11,152,TE,Charles Clay
2014,James Carman,12,157,WR,Kenbrell Thompkins
2014,James Carman,13,180,WR,Tiquan Underwood
2014,James Carman,14,185,WR,Brad Smith
2015,James Carman,1,3,RB,Jamaal Charles
2015,James Carman,2,26,TE,Jimmy Graham
2015,James Carman,3,31,QB,Russell Wilson
2015,James Carman,4,54,WR,Golden Tate
2015,James Carman,5,59,WR,Andre Johnson
2015,James Carman,6,82,RB,Shane Vereen
2015,James Carman,7,87,ST,Texans D/ST
2015,James Carman,8,110,WR,Pierre Garcon
2015,James Carman,9,115,WR,Tyler Lockett
2015,James Carman,10,138,QB,Marcus Mariota
2015,James Carman,11,143,WR,Doug Baldwin
2015,James Carman,12,166,WR,Kenny Britt
2015,James Carman,13,171,WR,Danny Amendola
2015,James Carman,14,194,RB,Matt Asiata
2016,James Carman,1,3,QB,Russell Wilson
2016,James Carman,2,26,RB,C.J. Anderson
2016,James Carman,3,31,WR,Doug Baldwin
2016,James Carman,4,54,TE,Travis Kelce
2016,James Carman,5,59,ST,Broncos D/ST
2016,James Carman,6,82,RB,Derrick Henry
2016,James Carman,7,87,WR,Pierre Garcon
2016,James Carman,8,110,WR,Tavon Austin
2016,James Carman,9,115,QB,Marcus Mariota
2016,James Carman,10,138,RB,James Starks
2016,James Carman,11,143,WR,Dorial Green-Beckham
2016,James Carman,12,166,WR,Josh Gordon
2016,James Carman,13,171,RB,Chris Thompson
2016,James Carman,14,194,RB,Shaun Draughn
2013,Chandler Dalton,1,1,RB,Adrian Peterson
2013,Chandler Dalton,2,28,ST,Seahawks D/ST
2013,Chandler Dalton,3,29,QB,Matt Ryan
2013,Chandler Dalton,4,56,RB,Ryan Mathews
2013,Chandler Dalton,5,57,WR,Steve Smith
2013,Chandler Dalton,6,84,WR,DeSean Jackson
2013,Chandler Dalton,7,85,WR,Greg Jennings
2013,Chandler Dalton,8,112,WR,Vincent Brown
2013,Chandler Dalton,9,113,RB,Mark Ingram
2013,Chandler Dalton,10,140,RB,Ronnie Brown
2013,Chandler Dalton,11,141,WR,Michael Floyd
2013,Chandler Dalton,12,168,TE,Jordan Cameron
2013,Chandler Dalton,13,169,ST,Cowboys D/ST
2013,Chandler Dalton,14,196,RB,Michael Turner
2014,Chandler Dalton,1,10,RB,Eddie Lacy
2014,Chandler Dalton,2,19,RB,Le'Veon Bell
2014,Chandler Dalton,3,38,WR,Andre Johnson
2014,Chandler Dalton,4,47,RB,Ben Tate
2014,Chandler Dalton,5,66,WR,Cordarrelle Patterson
2014,Chandler Dalton,6,75,QB,Robert Griffin
2014,Chandler Dalton,7,94,WR,Eric Decker
2014,Chandler Dalton,8,103,RB,Darren Sproles
2014,Chandler Dalton,9,122,WR,Danny Amendola
2014,Chandler Dalton,10,131,RB,Shonn Greene
2014,Chandler Dalton,11,150,RB,James Starks
2014,Chandler Dalton,12,159,RB,Knile Davis
2014,Chandler Dalton,13,178,ST,Texans D/ST
2014,Chandler Dalton,14,187,TE,Owen Daniels
2015,Chandler Dalton,1,13,WR,Odell Beckham Jr.
2015,Chandler Dalton,2,16,QB,Aaron Rodgers
2015,Chandler Dalton,3,41,RB,Jonathan Stewart
2015,Chandler Dalton,4,44,RB,Frank Gore
2015,Chandler Dalton,5,69,WR,Nelson Agholor
2015,Chandler Dalton,6,72,TE,Jason Witten
2015,Chandler Dalton,7,97,WR,Larry Fitzgerald
2015,Chandler Dalton,8,100,RB,DeAngelo Williams
2015,Chandler Dalton,9,125,ST,Ravens D/ST
2015,Chandler Dalton,10,128,RB,Darren Sproles
2015,Chandler Dalton,11,153,QB,Joe Flacco
2015,Chandler Dalton,12,156,TE,Julius Thomas
2015,Chandler Dalton,13,181,WR,Greg Jennings
2015,Chandler Dalton,14,184,RB,Branden Oliver
2016,Chandler Dalton,1,13,WR,Odell Beckham Jr.
2016,Chandler Dalton,2,16,RB,Jamaal Charles
2016,Chandler Dalton,3,41,RB,DeMarco Murray
2016,Chandler Dalton,4,44,WR,Julian Edelman
2016,Chandler Dalton,5,69,WR,Michael Crabtree
2016,Chandler Dalton,6,72,QB,Ben Roethlisberger
2016,Chandler Dalton,7,97,TE,Gary Barnidge
2016,Chandler Dalton,8,100,RB,Theo Riddick
2016,Chandler Dalton,9,125,WR,Steve Smith Sr.
2016,Chandler Dalton,10,128,QB,Ryan Tannehill
2016,Chandler Dalton,11,153,WR,Chris Hogan
2016,Chandler Dalton,12,156,ST,Packers D/ST
2016,Chandler Dalton,13,181,QB,Joe Flacco
2016,Chandler Dalton,14,184,RB,Charcandrick West
2013,Ozair Ferozuddin,1,5,RB,Ray Rice
2013,Ozair Ferozuddin,2,24,QB,Cam Newton
2013,Ozair Ferozuddin,3,33,WR,Mike Wallace
2013,Ozair Ferozuddin,4,52,WR,Torrey Smith
2013,Ozair Ferozuddin,5,61,RB,Giovani Bernard
2013,Ozair Ferozuddin,6,80,ST,Texans D/ST
2013,Ozair Ferozuddin,7,89,WR,Anquan Boldin
2013,Ozair Ferozuddin,8,108,TE,Jared Cook
2013,Ozair Ferozuddin,9,117,RB,Ben Tate
2013,Ozair Ferozuddin,10,136,WR,DeAndre Hopkins
2013,Ozair Ferozuddin,11,145,WR,Robert Woods
2013,Ozair Ferozuddin,12,164,TE,Zach Sudfeld
2013,Ozair Ferozuddin,13,173,QB,Philip Rivers
2013,Ozair Ferozuddin,14,192,ST,Cardinals D/ST
2014,Ozair Ferozuddin,1,4,RB,Matt Forte
2014,Ozair Ferozuddin,2,25,QB,Matthew Stafford
2014,Ozair Ferozuddin,3,32,WR,Jeremy Maclin
2014,Ozair Ferozuddin,4,53,TE,Vernon Davis
2014,Ozair Ferozuddin,5,60,ST,Panthers D/ST
2014,Ozair Ferozuddin,6,81,WR,Terrance Williams
2014,Ozair Ferozuddin,7,88,RB,Fred Jackson
2014,Ozair Ferozuddin,8,109,RB,Jeremy Hill
2014,Ozair Ferozuddin,9,116,QB,Andy Dalton
2014,Ozair Ferozuddin,10,137,WR,Brandin Cooks
2014,Ozair Ferozuddin,11,144,RB,Bobby Rainey
2014,Ozair Ferozuddin,12,165,WR,Doug Baldwin
2014,Ozair Ferozuddin,13,172,TE,Zach Ertz
2014,Ozair Ferozuddin,14,193,WR,Kenny Stills
2015,Ozair Ferozuddin,1,12,WR,Demaryius Thomas
2015,Ozair Ferozuddin,2,17,TE,Rob Gronkowski
2015,Ozair Ferozuddin,3,40,WR,Keenan Allen
2015,Ozair Ferozuddin,4,45,WR,Vincent Jackson
2015,Ozair Ferozuddin,5,68,RB,Joique Bell
2015,Ozair Ferozuddin,6,73,RB,Rashad Jennings
2015,Ozair Ferozuddin,7,96,RB,Ryan Mathews
2015,Ozair Ferozuddin,8,101,RB,Ameer Abdullah
2015,Ozair Ferozuddin,9,124,RB,Charles Sims
2015,Ozair Ferozuddin,10,129,RB,David Cobb
2015,Ozair Ferozuddin,11,152,WR,Donte Moncrief
2015,Ozair Ferozuddin,12,157,ST,Broncos D/ST
2015,Ozair Ferozuddin,13,180,RB,Daniel Herron
2015,Ozair Ferozuddin,14,185,QB,Jameis Winston
2016,Ozair Ferozuddin,1,7,RB,Mark Ingram
2016,Ozair Ferozuddin,2,22,TE,Rob Gronkowski
2016,Ozair Ferozuddin,3,35,RB,Matt Forte
2016,Ozair Ferozuddin,4,50,RB,Ameer Abdullah
2016,Ozair Ferozuddin,5,63,WR,Allen Hurns
2016,Ozair Ferozuddin,6,78,WR,Kevin White
2016,Ozair Ferozuddin,7,91,QB,Blake Bortles
2016,Ozair Ferozuddin,8,106,WR,Corey Coleman
2016,Ozair Ferozuddin,9,119,WR,Devin Funchess
2016,Ozair Ferozuddin,10,134,ST,Chiefs D/ST
2016,Ozair Ferozuddin,11,147,QB,Jameis Winston
2016,Ozair Ferozuddin,12,162,ST,Vikings D/ST
2016,Ozair Ferozuddin,13,175,TE,Clive Walford
2016,Ozair Ferozuddin,14,190,QB,Dak Prescott
